travelCode,userCode,from,place,flightType,Fprice,agency,name,days,price,total,FHtotal
63724,619,Campo Grande (MS),Recife (PE),firstClass,1262.23,FlyingDrops,Hotel AU,2,312.83,625.66,1887.89
63732,619,Campo Grande (MS),Brasilia (DF),economic,506.56,CloudFy,Hotel BP,4,247.62,990.48,1497.04
63733,619,Campo Grande (MS),Natal (RN),premium,541.59,Rainbow,Hotel BD,4,242.88,971.52,1513.11
63737,619,Campo Grande (MS),Natal (RN),premium,652.47,CloudFy,Hotel BD,4,242.88,971.52,1623.99
63741,619,Campo Grande (MS),Rio de Janeiro (RJ),premium,1328.88,Rainbow,Hotel CB,1,165.99,165.99,1494.87
63743,619,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,FlyingDrops,Hotel Z,1,208.04,208.04,1681.45
63753,620,Campo Grande (MS),Sao Paulo (SP),premium,441.34,Rainbow,Hotel AF,2,139.1,278.2,719.54
63755,620,Campo Grande (MS),Brasilia (DF),firstClass,949.99,CloudFy,Hotel BP,1,247.62,247.62,1197.61
63757,620,Campo Grande (MS),Florianopolis (SC),premium,1031.59,CloudFy,Hotel A,1,313.02,313.02,1344.61
63760,620,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1614.7,CloudFy,Hotel CB,2,165.99,331.98,1946.68
63769,620,Campo Grande (MS),Salvador (BH),economic,615.26,Rainbow,Hotel K,4,263.41,1053.64,1668.9
63770,620,Campo Grande (MS),Sao Paulo (SP),firstClass,620.16,CloudFy,Hotel AF,1,139.1,139.1,759.26
63777,620,Campo Grande (MS),Brasilia (DF),economic,517.82,Rainbow,Hotel BP,1,247.62,247.62,765.44
63781,620,Campo Grande (MS),Brasilia (DF),firstClass,847.83,FlyingDrops,Hotel BP,2,247.62,495.24,1343.07
63784,620,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1754.17,Rainbow,Hotel CB,3,165.99,497.97,2252.14
63789,620,Campo Grande (MS),Recife (PE),firstClass,1185.95,Rainbow,Hotel AU,3,312.83,938.49,2124.44
63793,620,Campo Grande (MS),Sao Paulo (SP),economic,381.83,Rainbow,Hotel AF,1,139.1,139.1,520.93
63798,621,Campo Grande (MS),Salvador (BH),firstClass,1114.75,Rainbow,Hotel K,3,263.41,790.23,1904.98
63799,621,Campo Grande (MS),Natal (RN),economic,411.05,Rainbow,Hotel BD,1,242.88,242.88,653.93
63802,621,Campo Grande (MS),Salvador (BH),economic,621.36,CloudFy,Hotel K,4,263.41,1053.64,1675
63803,621,Campo Grande (MS),Sao Paulo (SP),firstClass,644.16,Rainbow,Hotel AF,2,139.1,278.2,922.36
63804,621,Campo Grande (MS),Sao Paulo (SP),premium,441.34,Rainbow,Hotel AF,3,139.1,417.3,858.64
63809,621,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,FlyingDrops,Hotel Z,4,208.04,832.16,2305.57
63815,621,Campo Grande (MS),Florianopolis (SC),firstClass,1341.21,Rainbow,Hotel A,1,313.02,313.02,1654.23
63817,621,Campo Grande (MS),Aracaju (SE),economic,886.9,CloudFy,Hotel Z,2,208.04,416.08,1302.98
63823,621,Campo Grande (MS),Brasilia (DF),premium,661.32,CloudFy,Hotel BP,1,247.62,247.62,908.94
63832,621,Campo Grande (MS),Salvador (BH),firstClass,1149.38,CloudFy,Hotel K,1,263.41,263.41,1412.79
63841,621,Campo Grande (MS),Rio de Janeiro (RJ),economic,946.55,Rainbow,Hotel CB,3,165.99,497.97,1444.52
63847,621,Campo Grande (MS),Brasilia (DF),premium,691.99,Rainbow,Hotel BP,2,247.62,495.24,1187.23
63850,621,Campo Grande (MS),Salvador (BH),firstClass,1149.38,CloudFy,Hotel K,2,263.41,526.82,1676.2
63851,621,Campo Grande (MS),Salvador (BH),economic,621.36,CloudFy,Hotel K,2,263.41,526.82,1148.18
63853,621,Campo Grande (MS),Recife (PE),firstClass,1244.73,CloudFy,Hotel AU,1,312.83,312.83,1557.56
63854,621,Campo Grande (MS),Natal (RN),firstClass,732.89,CloudFy,Hotel BD,1,242.88,242.88,975.77
63857,621,Campo Grande (MS),Natal (RN),firstClass,749.85,FlyingDrops,Hotel BD,1,242.88,242.88,992.73
63866,621,Campo Grande (MS),Aracaju (SE),economic,886.9,CloudFy,Hotel Z,3,208.04,624.12,1511.02
63877,621,Campo Grande (MS),Natal (RN),firstClass,732.89,CloudFy,Hotel BD,2,242.88,485.76,1218.65
63880,621,Campo Grande (MS),Natal (RN),firstClass,778.01,Rainbow,Hotel BD,2,242.88,485.76,1263.77
63889,622,Campo Grande (MS),Brasilia (DF),economic,517.82,Rainbow,Hotel BP,1,247.62,247.62,765.44
63894,622,Campo Grande (MS),Recife (PE),firstClass,1244.73,CloudFy,Hotel AU,1,312.83,312.83,1557.56
63897,622,Campo Grande (MS),Aracaju (SE),economic,877.56,Rainbow,Hotel Z,3,208.04,624.12,1501.68
63902,622,Campo Grande (MS),Florianopolis (SC),premium,1031.59,CloudFy,Hotel A,2,313.02,626.04,1657.63
63903,622,Campo Grande (MS),Brasilia (DF),firstClass,847.83,FlyingDrops,Hotel BP,4,247.62,990.48,1838.31
63905,622,Campo Grande (MS),Rio de Janeiro (RJ),economic,972.12,CloudFy,Hotel CB,1,165.99,165.99,1138.11
63907,622,Campo Grande (MS),Natal (RN),economic,411.05,Rainbow,Hotel BD,3,242.88,728.64,1139.69
63913,622,Campo Grande (MS),Florianopolis (SC),firstClass,1310.32,FlyingDrops,Hotel A,3,313.02,939.06,2249.38
63920,622,Campo Grande (MS),Salvador (BH),premium,834.61,Rainbow,Hotel K,3,263.41,790.23,1624.84
63924,622,Campo Grande (MS),Florianopolis (SC),firstClass,1341.21,Rainbow,Hotel A,2,313.02,626.04,1967.25
63925,622,Campo Grande (MS),Sao Paulo (SP),economic,381.83,Rainbow,Hotel AF,1,139.1,139.1,520.93
63929,622,Campo Grande (MS),Brasilia (DF),premium,691.99,Rainbow,Hotel BP,2,247.62,495.24,1187.23
63940,622,Campo Grande (MS),Salvador (BH),firstClass,1149.38,CloudFy,Hotel K,2,263.41,526.82,1676.2
63944,622,Campo Grande (MS),Brasilia (DF),firstClass,847.83,FlyingDrops,Hotel BP,2,247.62,495.24,1343.07
63945,622,Campo Grande (MS),Sao Paulo (SP),economic,375.51,CloudFy,Hotel AF,2,139.1,278.2,653.71
63947,622,Campo Grande (MS),Salvador (BH),firstClass,1114.75,Rainbow,Hotel K,4,263.41,1053.64,2168.39
63949,622,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1609.81,FlyingDrops,Hotel CB,3,165.99,497.97,2107.78
63955,622,Campo Grande (MS),Rio de Janeiro (RJ),premium,1328.88,Rainbow,Hotel CB,2,165.99,331.98,1660.86
63958,622,Campo Grande (MS),Natal (RN),firstClass,732.89,CloudFy,Hotel BD,3,242.88,728.64,1461.53
63971,622,Campo Grande (MS),Sao Paulo (SP),firstClass,684.65,FlyingDrops,Hotel AF,4,139.1,556.4,1241.05
63975,622,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1754.17,Rainbow,Hotel CB,1,165.99,165.99,1920.16
63976,622,Campo Grande (MS),Florianopolis (SC),economic,764.53,Rainbow,Hotel A,2,313.02,626.04,1390.57
63978,622,Campo Grande (MS),Sao Paulo (SP),firstClass,684.65,FlyingDrops,Hotel AF,3,139.1,417.3,1101.95
63979,622,Campo Grande (MS),Brasilia (DF),firstClass,870.91,Rainbow,Hotel BP,4,247.62,990.48,1861.39
63982,622,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1614.7,CloudFy,Hotel CB,3,165.99,497.97,2112.67
63983,622,Campo Grande (MS),Recife (PE),firstClass,1244.73,CloudFy,Hotel AU,1,312.83,312.83,1557.56
63984,622,Campo Grande (MS),Brasilia (DF),firstClass,949.99,CloudFy,Hotel BP,2,247.62,495.24,1445.23
63985,622,Campo Grande (MS),Aracaju (SE),economic,877.56,Rainbow,Hotel Z,3,208.04,624.12,1501.68
63987,622,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,Rainbow,Hotel Z,4,208.04,832.16,2377.94
63993,622,Campo Grande (MS),Rio de Janeiro (RJ),economic,972.12,CloudFy,Hotel CB,3,165.99,497.97,1470.09
63995,622,Campo Grande (MS),Salvador (BH),premium,834.61,Rainbow,Hotel K,2,263.41,526.82,1361.43
63997,622,Campo Grande (MS),Natal (RN),economic,467.6,CloudFy,Hotel BD,4,242.88,971.52,1439.12
63998,622,Campo Grande (MS),Aracaju (SE),premium,1146.95,Rainbow,Hotel Z,4,208.04,832.16,1979.11
63999,622,Campo Grande (MS),Florianopolis (SC),firstClass,1341.21,Rainbow,Hotel A,4,313.02,1252.08,2593.29
64002,622,Campo Grande (MS),Brasilia (DF),firstClass,949.99,CloudFy,Hotel BP,3,247.62,742.86,1692.85
64004,622,Campo Grande (MS),Salvador (BH),firstClass,1114.75,Rainbow,Hotel K,4,263.41,1053.64,2168.39
64005,622,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,FlyingDrops,Hotel Z,2,208.04,416.08,1889.49
64019,622,Campo Grande (MS),Recife (PE),economic,674.16,Rainbow,Hotel AU,2,312.83,625.66,1299.82
64025,623,Campo Grande (MS),Natal (RN),economic,411.05,Rainbow,Hotel BD,2,242.88,485.76,896.81
64028,623,Campo Grande (MS),Recife (PE),firstClass,1262.23,FlyingDrops,Hotel AU,2,312.83,625.66,1887.89
64029,623,Campo Grande (MS),Florianopolis (SC),premium,1031.59,CloudFy,Hotel A,1,313.02,313.02,1344.61
64031,623,Campo Grande (MS),Brasilia (DF),firstClass,847.83,FlyingDrops,Hotel BP,1,247.62,247.62,1095.45
64035,623,Campo Grande (MS),Recife (PE),firstClass,1244.73,CloudFy,Hotel AU,3,312.83,938.49,2183.22
64036,623,Campo Grande (MS),Florianopolis (SC),firstClass,1310.32,FlyingDrops,Hotel A,3,313.02,939.06,2249.38
64037,623,Campo Grande (MS),Recife (PE),firstClass,1244.73,CloudFy,Hotel AU,2,312.83,625.66,1870.39
64038,623,Campo Grande (MS),Salvador (BH),premium,834.61,Rainbow,Hotel K,1,263.41,263.41,1098.02
64039,623,Campo Grande (MS),Florianopolis (SC),economic,764.53,Rainbow,Hotel A,3,313.02,939.06,1703.59
64045,623,Campo Grande (MS),Sao Paulo (SP),firstClass,684.65,FlyingDrops,Hotel AF,4,139.1,556.4,1241.05
64046,623,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,Rainbow,Hotel Z,4,208.04,832.16,2377.94
64056,623,Campo Grande (MS),Brasilia (DF),firstClass,847.83,FlyingDrops,Hotel BP,1,247.62,247.62,1095.45
64057,623,Campo Grande (MS),Salvador (BH),firstClass,1149.38,CloudFy,Hotel K,4,263.41,1053.64,2203.02
64065,623,Campo Grande (MS),Sao Paulo (SP),firstClass,620.16,CloudFy,Hotel AF,4,139.1,556.4,1176.56
64066,623,Campo Grande (MS),Salvador (BH),economic,615.26,Rainbow,Hotel K,4,263.41,1053.64,1668.9
64068,623,Campo Grande (MS),Brasilia (DF),firstClass,949.99,CloudFy,Hotel BP,1,247.62,247.62,1197.61
64071,623,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1614.7,CloudFy,Hotel CB,2,165.99,331.98,1946.68
64073,623,Campo Grande (MS),Sao Paulo (SP),premium,536.98,CloudFy,Hotel AF,4,139.1,556.4,1093.38
64078,623,Campo Grande (MS),Salvador (BH),premium,826.72,CloudFy,Hotel K,4,263.41,1053.64,1880.36
64080,623,Campo Grande (MS),Salvador (BH),premium,826.72,CloudFy,Hotel K,3,263.41,790.23,1616.95
64086,623,Campo Grande (MS),Aracaju (SE),premium,1146.95,Rainbow,Hotel Z,2,208.04,416.08,1563.03
64091,623,Campo Grande (MS),Salvador (BH),firstClass,1114.75,Rainbow,Hotel K,4,263.41,1053.64,2168.39
64098,623,Campo Grande (MS),Brasilia (DF),firstClass,870.91,Rainbow,Hotel BP,2,247.62,495.24,1366.15
64099,623,Campo Grande (MS),Salvador (BH),premium,826.72,CloudFy,Hotel K,2,263.41,526.82,1353.54
64101,623,Campo Grande (MS),Brasilia (DF),firstClass,949.99,CloudFy,Hotel BP,3,247.62,742.86,1692.85
64102,623,Campo Grande (MS),Brasilia (DF),firstClass,870.91,Rainbow,Hotel BP,2,247.62,495.24,1366.15
64103,623,Campo Grande (MS),Florianopolis (SC),economic,764.53,Rainbow,Hotel A,2,313.02,626.04,1390.57
64110,623,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,CloudFy,Hotel A,4,313.02,1252.08,2698.42
64115,623,Campo Grande (MS),Florianopolis (SC),firstClass,1341.21,Rainbow,Hotel A,1,313.02,313.02,1654.23
64117,623,Campo Grande (MS),Brasilia (DF),firstClass,847.83,FlyingDrops,Hotel BP,1,247.62,247.62,1095.45
64122,623,Campo Grande (MS),Natal (RN),premium,541.59,Rainbow,Hotel BD,1,242.88,242.88,784.47
64124,623,Campo Grande (MS),Brasilia (DF),economic,517.82,Rainbow,Hotel BP,1,247.62,247.62,765.44
64125,623,Campo Grande (MS),Brasilia (DF),firstClass,847.83,FlyingDrops,Hotel BP,3,247.62,742.86,1590.69
64129,623,Campo Grande (MS),Sao Paulo (SP),economic,375.51,CloudFy,Hotel AF,2,139.1,278.2,653.71
64130,623,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,Rainbow,Hotel Z,1,208.04,208.04,1753.82
64131,623,Campo Grande (MS),Natal (RN),firstClass,732.89,CloudFy,Hotel BD,1,242.88,242.88,975.77
64133,623,Campo Grande (MS),Brasilia (DF),premium,661.32,CloudFy,Hotel BP,3,247.62,742.86,1404.18
64134,623,Campo Grande (MS),Natal (RN),premium,652.47,CloudFy,Hotel BD,4,242.88,971.52,1623.99
64135,623,Campo Grande (MS),Recife (PE),economic,674.16,Rainbow,Hotel AU,4,312.83,1251.32,1925.48
64136,623,Campo Grande (MS),Brasilia (DF),economic,506.56,CloudFy,Hotel BP,4,247.62,990.48,1497.04
64137,623,Campo Grande (MS),Sao Paulo (SP),premium,441.34,Rainbow,Hotel AF,3,139.1,417.3,858.64
64142,623,Campo Grande (MS),Recife (PE),premium,959.91,CloudFy,Hotel AU,4,312.83,1251.32,2211.23
64143,623,Campo Grande (MS),Aracaju (SE),firstClass,1581.8,CloudFy,Hotel Z,1,208.04,208.04,1789.84
64146,623,Campo Grande (MS),Natal (RN),economic,467.6,CloudFy,Hotel BD,2,242.88,485.76,953.36
64147,623,Campo Grande (MS),Florianopolis (SC),economic,808.63,CloudFy,Hotel A,2,313.02,626.04,1434.67
64149,623,Campo Grande (MS),Brasilia (DF),firstClass,949.99,CloudFy,Hotel BP,2,247.62,495.24,1445.23
64150,623,Campo Grande (MS),Natal (RN),economic,467.6,CloudFy,Hotel BD,4,242.88,971.52,1439.12
64154,624,Campo Grande (MS),Salvador (BH),premium,826.72,CloudFy,Hotel K,2,263.41,526.82,1353.54
64157,624,Campo Grande (MS),Sao Paulo (SP),firstClass,684.65,FlyingDrops,Hotel AF,2,139.1,278.2,962.85
64158,624,Campo Grande (MS),Salvador (BH),firstClass,1052.6,FlyingDrops,Hotel K,2,263.41,526.82,1579.42
64162,624,Campo Grande (MS),Natal (RN),firstClass,778.01,Rainbow,Hotel BD,4,242.88,971.52,1749.53
64164,624,Campo Grande (MS),Brasilia (DF),premium,661.32,CloudFy,Hotel BP,1,247.62,247.62,908.94
64167,625,Campo Grande (MS),Natal (RN),firstClass,778.01,Rainbow,Hotel BD,3,242.88,728.64,1506.65
64177,625,Campo Grande (MS),Sao Paulo (SP),firstClass,620.16,CloudFy,Hotel AF,1,139.1,139.1,759.26
64181,625,Campo Grande (MS),Florianopolis (SC),economic,764.53,Rainbow,Hotel A,1,313.02,313.02,1077.55
64188,625,Campo Grande (MS),Aracaju (SE),firstClass,1581.8,CloudFy,Hotel Z,2,208.04,416.08,1997.88
64191,625,Campo Grande (MS),Sao Paulo (SP),premium,441.34,Rainbow,Hotel AF,4,139.1,556.4,997.74
64195,625,Campo Grande (MS),Sao Paulo (SP),firstClass,644.16,Rainbow,Hotel AF,4,139.1,556.4,1200.56
64196,625,Campo Grande (MS),Florianopolis (SC),firstClass,1310.32,FlyingDrops,Hotel A,2,313.02,626.04,1936.36
64198,625,Campo Grande (MS),Brasilia (DF),economic,517.82,Rainbow,Hotel BP,4,247.62,990.48,1508.3
64204,625,Campo Grande (MS),Salvador (BH),firstClass,1149.38,CloudFy,Hotel K,2,263.41,526.82,1676.2
64208,625,Campo Grande (MS),Sao Paulo (SP),premium,441.34,Rainbow,Hotel AF,3,139.1,417.3,858.64
64212,625,Campo Grande (MS),Brasilia (DF),economic,506.56,CloudFy,Hotel BP,1,247.62,247.62,754.18
64217,625,Campo Grande (MS),Florianopolis (SC),premium,1031.59,CloudFy,Hotel A,2,313.02,626.04,1657.63
64219,625,Campo Grande (MS),Brasilia (DF),firstClass,847.83,FlyingDrops,Hotel BP,1,247.62,247.62,1095.45
64221,625,Campo Grande (MS),Sao Paulo (SP),premium,536.98,CloudFy,Hotel AF,3,139.1,417.3,954.28
64225,625,Campo Grande (MS),Florianopolis (SC),firstClass,1310.32,FlyingDrops,Hotel A,3,313.02,939.06,2249.38
64227,625,Campo Grande (MS),Natal (RN),premium,652.47,CloudFy,Hotel BD,2,242.88,485.76,1138.23
64228,625,Campo Grande (MS),Recife (PE),economic,674.16,Rainbow,Hotel AU,1,312.83,312.83,986.99
64236,625,Campo Grande (MS),Aracaju (SE),premium,1146.95,Rainbow,Hotel Z,2,208.04,416.08,1563.03
64238,625,Campo Grande (MS),Natal (RN),premium,652.47,CloudFy,Hotel BD,3,242.88,728.64,1381.11
64239,625,Campo Grande (MS),Natal (RN),firstClass,749.85,FlyingDrops,Hotel BD,3,242.88,728.64,1478.49
64245,625,Campo Grande (MS),Florianopolis (SC),firstClass,1341.21,Rainbow,Hotel A,4,313.02,1252.08,2593.29
64249,625,Campo Grande (MS),Rio de Janeiro (RJ),premium,1328.88,Rainbow,Hotel CB,3,165.99,497.97,1826.85
64262,625,Campo Grande (MS),Sao Paulo (SP),firstClass,620.16,CloudFy,Hotel AF,3,139.1,417.3,1037.46
64263,625,Campo Grande (MS),Sao Paulo (SP),firstClass,644.16,Rainbow,Hotel AF,1,139.1,139.1,783.26
64267,625,Campo Grande (MS),Rio de Janeiro (RJ),premium,1328.88,Rainbow,Hotel CB,1,165.99,165.99,1494.87
64270,625,Campo Grande (MS),Aracaju (SE),premium,1146.95,Rainbow,Hotel Z,4,208.04,832.16,1979.11
64277,625,Campo Grande (MS),Natal (RN),firstClass,778.01,Rainbow,Hotel BD,1,242.88,242.88,1020.89
64279,625,Campo Grande (MS),Natal (RN),firstClass,732.89,CloudFy,Hotel BD,3,242.88,728.64,1461.53
64280,625,Campo Grande (MS),Florianopolis (SC),economic,808.63,CloudFy,Hotel A,3,313.02,939.06,1747.69
64282,625,Campo Grande (MS),Rio de Janeiro (RJ),premium,1363.27,CloudFy,Hotel CB,3,165.99,497.97,1861.24
64283,625,Campo Grande (MS),Natal (RN),premium,652.47,CloudFy,Hotel BD,2,242.88,485.76,1138.23
64284,625,Campo Grande (MS),Aracaju (SE),economic,877.56,Rainbow,Hotel Z,3,208.04,624.12,1501.68
64286,625,Campo Grande (MS),Sao Paulo (SP),premium,536.98,CloudFy,Hotel AF,3,139.1,417.3,954.28
64290,625,Campo Grande (MS),Florianopolis (SC),firstClass,1310.32,FlyingDrops,Hotel A,1,313.02,313.02,1623.34
64295,625,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1609.81,FlyingDrops,Hotel CB,4,165.99,663.96,2273.77
64296,625,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,Rainbow,Hotel Z,1,208.04,208.04,1753.82
64297,625,Campo Grande (MS),Brasilia (DF),economic,517.82,Rainbow,Hotel BP,3,247.62,742.86,1260.68
64303,625,Campo Grande (MS),Aracaju (SE),economic,886.9,CloudFy,Hotel Z,4,208.04,832.16,1719.06
64306,625,Campo Grande (MS),Florianopolis (SC),premium,1030.13,Rainbow,Hotel A,1,313.02,313.02,1343.15
64310,625,Campo Grande (MS),Recife (PE),firstClass,1185.95,Rainbow,Hotel AU,1,312.83,312.83,1498.78
64322,625,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,CloudFy,Hotel A,3,313.02,939.06,2385.4
64327,625,Campo Grande (MS),Sao Paulo (SP),firstClass,684.65,FlyingDrops,Hotel AF,2,139.1,278.2,962.85
64335,625,Campo Grande (MS),Salvador (BH),firstClass,1149.38,CloudFy,Hotel K,2,263.41,526.82,1676.2
64336,625,Campo Grande (MS),Brasilia (DF),firstClass,847.83,FlyingDrops,Hotel BP,4,247.62,990.48,1838.31
64337,625,Campo Grande (MS),Recife (PE),economic,674.16,Rainbow,Hotel AU,3,312.83,938.49,1612.65
64341,625,Campo Grande (MS),Recife (PE),economic,659.43,CloudFy,Hotel AU,4,312.83,1251.32,1910.75
64347,625,Campo Grande (MS),Salvador (BH),firstClass,1052.6,FlyingDrops,Hotel K,2,263.41,526.82,1579.42
64353,625,Campo Grande (MS),Sao Paulo (SP),economic,381.83,Rainbow,Hotel AF,3,139.1,417.3,799.13
64356,626,Campo Grande (MS),Salvador (BH),premium,826.72,CloudFy,Hotel K,2,263.41,526.82,1353.54
64361,626,Campo Grande (MS),Salvador (BH),premium,826.72,CloudFy,Hotel K,2,263.41,526.82,1353.54
64362,626,Campo Grande (MS),Brasilia (DF),firstClass,870.91,Rainbow,Hotel BP,2,247.62,495.24,1366.15
64365,626,Campo Grande (MS),Salvador (BH),firstClass,1052.6,FlyingDrops,Hotel K,3,263.41,790.23,1842.83
64366,626,Campo Grande (MS),Recife (PE),firstClass,1262.23,FlyingDrops,Hotel AU,1,312.83,312.83,1575.06
64370,626,Campo Grande (MS),Recife (PE),firstClass,1262.23,FlyingDrops,Hotel AU,3,312.83,938.49,2200.72
64371,626,Campo Grande (MS),Sao Paulo (SP),firstClass,684.65,FlyingDrops,Hotel AF,1,139.1,139.1,823.75
64372,626,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1754.17,Rainbow,Hotel CB,1,165.99,165.99,1920.16
64374,626,Campo Grande (MS),Florianopolis (SC),firstClass,1341.21,Rainbow,Hotel A,2,313.02,626.04,1967.25
64376,626,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,CloudFy,Hotel A,2,313.02,626.04,2072.38
64378,626,Campo Grande (MS),Natal (RN),firstClass,749.85,FlyingDrops,Hotel BD,3,242.88,728.64,1478.49
64393,626,Campo Grande (MS),Salvador (BH),economic,615.26,Rainbow,Hotel K,4,263.41,1053.64,1668.9
64398,626,Campo Grande (MS),Natal (RN),economic,411.05,Rainbow,Hotel BD,2,242.88,485.76,896.81
64400,626,Campo Grande (MS),Brasilia (DF),firstClass,949.99,CloudFy,Hotel BP,4,247.62,990.48,1940.47
64404,626,Campo Grande (MS),Sao Paulo (SP),firstClass,684.65,FlyingDrops,Hotel AF,3,139.1,417.3,1101.95
64406,626,Campo Grande (MS),Recife (PE),premium,959.91,CloudFy,Hotel AU,4,312.83,1251.32,2211.23
64407,626,Campo Grande (MS),Brasilia (DF),firstClass,949.99,CloudFy,Hotel BP,2,247.62,495.24,1445.23
64408,626,Campo Grande (MS),Aracaju (SE),economic,877.56,Rainbow,Hotel Z,3,208.04,624.12,1501.68
64409,626,Campo Grande (MS),Sao Paulo (SP),economic,375.51,CloudFy,Hotel AF,2,139.1,278.2,653.71
64413,626,Campo Grande (MS),Natal (RN),economic,411.05,Rainbow,Hotel BD,4,242.88,971.52,1382.57
64414,627,Campo Grande (MS),Natal (RN),premium,652.47,CloudFy,Hotel BD,2,242.88,485.76,1138.23
64415,627,Campo Grande (MS),Salvador (BH),firstClass,1114.75,Rainbow,Hotel K,3,263.41,790.23,1904.98
64424,627,Campo Grande (MS),Brasilia (DF),firstClass,949.99,CloudFy,Hotel BP,2,247.62,495.24,1445.23
64426,627,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1614.7,CloudFy,Hotel CB,2,165.99,331.98,1946.68
64427,627,Campo Grande (MS),Recife (PE),economic,674.16,Rainbow,Hotel AU,1,312.83,312.83,986.99
64435,627,Campo Grande (MS),Rio de Janeiro (RJ),economic,946.55,Rainbow,Hotel CB,4,165.99,663.96,1610.51
64437,627,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,CloudFy,Hotel A,1,313.02,313.02,1759.36
64438,627,Campo Grande (MS),Recife (PE),economic,674.16,Rainbow,Hotel AU,4,312.83,1251.32,1925.48
64442,627,Campo Grande (MS),Florianopolis (SC),firstClass,1310.32,FlyingDrops,Hotel A,4,313.02,1252.08,2562.4
64445,627,Campo Grande (MS),Salvador (BH),economic,621.36,CloudFy,Hotel K,1,263.41,263.41,884.77
64448,627,Campo Grande (MS),Florianopolis (SC),premium,1030.13,Rainbow,Hotel A,2,313.02,626.04,1656.17
64453,627,Campo Grande (MS),Salvador (BH),firstClass,1052.6,FlyingDrops,Hotel K,1,263.41,263.41,1316.01
64459,627,Campo Grande (MS),Sao Paulo (SP),firstClass,684.65,FlyingDrops,Hotel AF,2,139.1,278.2,962.85
64460,627,Campo Grande (MS),Florianopolis (SC),firstClass,1310.32,FlyingDrops,Hotel A,1,313.02,313.02,1623.34
64461,627,Campo Grande (MS),Brasilia (DF),economic,506.56,CloudFy,Hotel BP,3,247.62,742.86,1249.42
64462,627,Campo Grande (MS),Sao Paulo (SP),premium,536.98,CloudFy,Hotel AF,2,139.1,278.2,815.18
64463,627,Campo Grande (MS),Salvador (BH),firstClass,1149.38,CloudFy,Hotel K,4,263.41,1053.64,2203.02
64465,627,Campo Grande (MS),Sao Paulo (SP),firstClass,644.16,Rainbow,Hotel AF,2,139.1,278.2,922.36
64468,627,Campo Grande (MS),Recife (PE),economic,659.43,CloudFy,Hotel AU,1,312.83,312.83,972.26
64469,627,Campo Grande (MS),Salvador (BH),premium,834.61,Rainbow,Hotel K,4,263.41,1053.64,1888.25
64471,627,Campo Grande (MS),Brasilia (DF),economic,506.56,CloudFy,Hotel BP,1,247.62,247.62,754.18
64473,627,Campo Grande (MS),Florianopolis (SC),premium,1030.13,Rainbow,Hotel A,1,313.02,313.02,1343.15
64478,627,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,CloudFy,Hotel A,3,313.02,939.06,2385.4
64483,628,Campo Grande (MS),Brasilia (DF),firstClass,949.99,CloudFy,Hotel BP,4,247.62,990.48,1940.47
64488,628,Campo Grande (MS),Rio de Janeiro (RJ),premium,1328.88,Rainbow,Hotel CB,2,165.99,331.98,1660.86
64489,629,Campo Grande (MS),Recife (PE),economic,674.16,Rainbow,Hotel AU,4,312.83,1251.32,1925.48
64496,629,Campo Grande (MS),Recife (PE),firstClass,1244.73,CloudFy,Hotel AU,4,312.83,1251.32,2496.05
64497,629,Campo Grande (MS),Brasilia (DF),economic,506.56,CloudFy,Hotel BP,2,247.62,495.24,1001.8
64501,629,Campo Grande (MS),Aracaju (SE),premium,1215.45,CloudFy,Hotel Z,2,208.04,416.08,1631.53
64503,629,Campo Grande (MS),Salvador (BH),premium,826.72,CloudFy,Hotel K,4,263.41,1053.64,1880.36
64507,629,Campo Grande (MS),Recife (PE),premium,991.22,Rainbow,Hotel AU,1,312.83,312.83,1304.05
64510,629,Campo Grande (MS),Rio de Janeiro (RJ),premium,1363.27,CloudFy,Hotel CB,4,165.99,663.96,2027.23
64515,629,Campo Grande (MS),Rio de Janeiro (RJ),economic,972.12,CloudFy,Hotel CB,1,165.99,165.99,1138.11
64517,629,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,FlyingDrops,Hotel Z,2,208.04,416.08,1889.49
64520,629,Campo Grande (MS),Rio de Janeiro (RJ),economic,946.55,Rainbow,Hotel CB,1,165.99,165.99,1112.54
