travelCode,userCode,name,place,days,price,total
68693,665,Hotel AF,Sao Paulo (SP),2,139.1,278.2
68695,665,Hotel A,Florianopolis (SC),4,313.02,1252.08
68697,665,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
68699,665,Hotel BP,Brasilia (DF),2,247.62,495.24
68700,665,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
68701,665,Hotel AU,Recife (PE),4,312.83,1251.32
68703,665,Hotel K,Salvador (BH),1,263.41,263.41
68707,665,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
68709,665,Hotel Z,Aracaju (SE),1,208.04,208.04
68711,665,Hotel BW,Campo Grande (MS),2,60.39,120.78
68713,665,Hotel A,Florianopolis (SC),3,313.02,939.06
68715,665,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
68716,665,Hotel A,Florianopolis (SC),2,313.02,626.04
68717,665,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
68721,665,Hotel BW,Campo Grande (MS),3,60.39,181.17
68723,665,Hotel BP,Brasilia (DF),3,247.62,742.86
68725,665,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
68726,665,Hotel A,Florianopolis (SC),3,313.02,939.06
68729,665,Hotel K,Salvador (BH),4,263.41,1053.64
68741,665,Hotel BW,Campo Grande (MS),2,60.39,120.78
68745,665,Hotel BW,Campo Grande (MS),1,60.39,60.39
68755,665,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
68758,666,Hotel AF,Sao Paulo (SP),4,139.1,556.4
68761,666,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
68762,666,Hotel BW,Campo Grande (MS),3,60.39,181.17
68766,666,Hotel BP,Brasilia (DF),2,247.62,495.24
68775,666,Hotel Z,Aracaju (SE),3,208.04,624.12
68780,666,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
68787,666,Hotel K,Salvador (BH),2,263.41,526.82
68790,666,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
68793,666,Hotel AF,Sao Paulo (SP),1,139.1,139.1
68794,666,Hotel AF,Sao Paulo (SP),3,139.1,417.3
68797,666,Hotel A,Florianopolis (SC),3,313.02,939.06
68802,666,Hotel BP,Brasilia (DF),3,247.62,742.86
68803,666,Hotel K,Salvador (BH),3,263.41,790.23
68806,666,Hotel BW,Campo Grande (MS),2,60.39,120.78
68807,666,Hotel K,Salvador (BH),3,263.41,790.23
68808,666,Hotel Z,Aracaju (SE),4,208.04,832.16
68814,666,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
68825,666,Hotel BW,Campo Grande (MS),3,60.39,181.17
68831,666,Hotel K,Salvador (BH),2,263.41,526.82
68832,666,Hotel BD,Natal (RN),1,242.88,242.88
68839,666,Hotel Z,Aracaju (SE),3,208.04,624.12
68840,666,Hotel AF,Sao Paulo (SP),4,139.1,556.4
68841,666,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
68845,666,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
68847,666,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
68848,666,Hotel A,Florianopolis (SC),4,313.02,1252.08
68850,666,Hotel AF,Sao Paulo (SP),2,139.1,278.2
68852,666,Hotel BW,Campo Grande (MS),4,60.39,241.56
68853,666,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
68859,666,Hotel BW,Campo Grande (MS),4,60.39,241.56
68865,666,Hotel BP,Brasilia (DF),1,247.62,247.62
68870,666,Hotel A,Florianopolis (SC),3,313.02,939.06
68871,666,Hotel AU,Recife (PE),3,312.83,938.49
68872,666,Hotel BW,Campo Grande (MS),4,60.39,241.56
68873,666,Hotel A,Florianopolis (SC),1,313.02,313.02
68879,666,Hotel K,Salvador (BH),3,263.41,790.23
68880,666,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
68892,666,Hotel BW,Campo Grande (MS),3,60.39,181.17
68895,666,Hotel AU,Recife (PE),2,312.83,625.66
68904,666,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
68906,666,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
68911,666,Hotel A,Florianopolis (SC),4,313.02,1252.08
68914,666,Hotel A,Florianopolis (SC),2,313.02,626.04
68916,666,Hotel A,Florianopolis (SC),3,313.02,939.06
68918,666,Hotel BD,Natal (RN),2,242.88,485.76
68922,666,Hotel AU,Recife (PE),3,312.83,938.49
68926,666,Hotel Z,Aracaju (SE),4,208.04,832.16
68927,666,Hotel BD,Natal (RN),4,242.88,971.52
68943,667,Hotel A,Florianopolis (SC),3,313.02,939.06
68945,667,Hotel AU,Recife (PE),2,312.83,625.66
68947,667,Hotel BW,Campo Grande (MS),1,60.39,60.39
68950,667,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
68954,667,Hotel K,Salvador (BH),1,263.41,263.41
68960,667,Hotel BP,Brasilia (DF),2,247.62,495.24
68961,667,Hotel K,Salvador (BH),3,263.41,790.23
68963,667,Hotel AU,Recife (PE),4,312.83,1251.32
68964,667,Hotel BD,Natal (RN),4,242.88,971.52
68967,667,Hotel Z,Aracaju (SE),2,208.04,416.08
68970,667,Hotel BP,Brasilia (DF),1,247.62,247.62
68974,667,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
68975,667,Hotel BW,Campo Grande (MS),3,60.39,181.17
68978,668,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
68980,668,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
68982,668,Hotel BD,Natal (RN),1,242.88,242.88
68987,668,Hotel Z,Aracaju (SE),1,208.04,208.04
68990,668,Hotel AF,Sao Paulo (SP),4,139.1,556.4
68992,668,Hotel BD,Natal (RN),3,242.88,728.64
68996,668,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
69011,668,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
69018,668,Hotel AU,Recife (PE),4,312.83,1251.32
69020,668,Hotel AU,Recife (PE),2,312.83,625.66
69021,668,Hotel BW,Campo Grande (MS),4,60.39,241.56
69025,668,Hotel K,Salvador (BH),4,263.41,1053.64
69026,668,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
69029,668,Hotel BD,Natal (RN),3,242.88,728.64
69030,668,Hotel AU,Recife (PE),3,312.83,938.49
69031,668,Hotel A,Florianopolis (SC),1,313.02,313.02
69034,668,Hotel A,Florianopolis (SC),4,313.02,1252.08
69039,668,Hotel AU,Recife (PE),2,312.83,625.66
69040,668,Hotel K,Salvador (BH),1,263.41,263.41
69042,668,Hotel K,Salvador (BH),3,263.41,790.23
69043,668,Hotel BW,Campo Grande (MS),2,60.39,120.78
69044,668,Hotel AF,Sao Paulo (SP),2,139.1,278.2
69045,668,Hotel AU,Recife (PE),2,312.83,625.66
69047,668,Hotel A,Florianopolis (SC),1,313.02,313.02
69050,668,Hotel AU,Recife (PE),2,312.83,625.66
69051,668,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
69060,668,Hotel AU,Recife (PE),3,312.83,938.49
69062,668,Hotel A,Florianopolis (SC),2,313.02,626.04
69063,668,Hotel K,Salvador (BH),3,263.41,790.23
69066,668,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
69067,668,Hotel AF,Sao Paulo (SP),3,139.1,417.3
69069,668,Hotel BW,Campo Grande (MS),2,60.39,120.78
69070,668,Hotel BP,Brasilia (DF),3,247.62,742.86
69078,669,Hotel AF,Sao Paulo (SP),2,139.1,278.2
69082,669,Hotel BD,Natal (RN),3,242.88,728.64
69086,669,Hotel BW,Campo Grande (MS),4,60.39,241.56
69087,669,Hotel AF,Sao Paulo (SP),3,139.1,417.3
69099,669,Hotel BD,Natal (RN),1,242.88,242.88
69103,669,Hotel BW,Campo Grande (MS),2,60.39,120.78
69104,669,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
69108,669,Hotel BD,Natal (RN),4,242.88,971.52
69115,669,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
69117,669,Hotel BW,Campo Grande (MS),1,60.39,60.39
69121,669,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
69125,669,Hotel BP,Brasilia (DF),3,247.62,742.86
69127,669,Hotel BW,Campo Grande (MS),2,60.39,120.78
69128,669,Hotel BP,Brasilia (DF),4,247.62,990.48
69131,669,Hotel AU,Recife (PE),4,312.83,1251.32
69134,669,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
69135,669,Hotel AF,Sao Paulo (SP),4,139.1,556.4
69138,669,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
69140,669,Hotel BP,Brasilia (DF),1,247.62,247.62
69142,669,Hotel AU,Recife (PE),4,312.83,1251.32
69153,669,Hotel BW,Campo Grande (MS),3,60.39,181.17
69167,669,Hotel BW,Campo Grande (MS),4,60.39,241.56
69170,669,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
69171,669,Hotel Z,Aracaju (SE),2,208.04,416.08
69172,669,Hotel K,Salvador (BH),1,263.41,263.41
69173,669,Hotel BW,Campo Grande (MS),4,60.39,241.56
69176,669,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
69182,669,Hotel BP,Brasilia (DF),4,247.62,990.48
69183,669,Hotel BW,Campo Grande (MS),3,60.39,181.17
69184,669,Hotel AU,Recife (PE),4,312.83,1251.32
69189,669,Hotel A,Florianopolis (SC),4,313.02,1252.08
69190,669,Hotel A,Florianopolis (SC),4,313.02,1252.08
69197,669,Hotel AF,Sao Paulo (SP),2,139.1,278.2
69198,669,Hotel AU,Recife (PE),2,312.83,625.66
69199,669,Hotel A,Florianopolis (SC),3,313.02,939.06
69203,669,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
69204,669,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
69208,669,Hotel AU,Recife (PE),3,312.83,938.49
69209,669,Hotel BW,Campo Grande (MS),4,60.39,241.56
69213,671,Hotel K,Salvador (BH),4,263.41,1053.64
69217,671,Hotel BW,Campo Grande (MS),3,60.39,181.17
69219,671,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
69225,671,Hotel Z,Aracaju (SE),4,208.04,832.16
69226,671,Hotel BD,Natal (RN),3,242.88,728.64
69238,671,Hotel A,Florianopolis (SC),2,313.02,626.04
69241,671,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
69244,671,Hotel BD,Natal (RN),3,242.88,728.64
69246,671,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
69250,671,Hotel AF,Sao Paulo (SP),2,139.1,278.2
69252,671,Hotel BP,Brasilia (DF),4,247.62,990.48
69253,671,Hotel BP,Brasilia (DF),3,247.62,742.86
69257,671,Hotel AU,Recife (PE),4,312.83,1251.32
69258,671,Hotel A,Florianopolis (SC),1,313.02,313.02
69260,671,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
69263,671,Hotel BW,Campo Grande (MS),3,60.39,181.17
69267,671,Hotel BP,Brasilia (DF),1,247.62,247.62
69269,671,Hotel Z,Aracaju (SE),1,208.04,208.04
69272,671,Hotel AU,Recife (PE),1,312.83,312.83
69273,671,Hotel BP,Brasilia (DF),2,247.62,495.24
69274,671,Hotel K,Salvador (BH),4,263.41,1053.64
69277,671,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
69278,671,Hotel BW,Campo Grande (MS),1,60.39,60.39
69281,671,Hotel BP,Brasilia (DF),2,247.62,495.24
69291,671,Hotel AU,Recife (PE),1,312.83,312.83
69293,671,Hotel K,Salvador (BH),1,263.41,263.41
69294,671,Hotel A,Florianopolis (SC),2,313.02,626.04
69296,671,Hotel A,Florianopolis (SC),3,313.02,939.06
69298,671,Hotel AU,Recife (PE),4,312.83,1251.32
69303,671,Hotel K,Salvador (BH),1,263.41,263.41
69309,671,Hotel Z,Aracaju (SE),3,208.04,624.12
69312,671,Hotel K,Salvador (BH),3,263.41,790.23
69315,671,Hotel A,Florianopolis (SC),1,313.02,313.02
69318,671,Hotel AF,Sao Paulo (SP),4,139.1,556.4
69321,671,Hotel BP,Brasilia (DF),3,247.62,742.86
69323,671,Hotel BD,Natal (RN),2,242.88,485.76
69324,671,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
69327,671,Hotel BD,Natal (RN),3,242.88,728.64
69338,671,Hotel K,Salvador (BH),2,263.41,526.82
69346,671,Hotel Z,Aracaju (SE),4,208.04,832.16
69351,671,Hotel BP,Brasilia (DF),4,247.62,990.48
69355,672,Hotel BD,Natal (RN),4,242.88,971.52
69359,672,Hotel AU,Recife (PE),3,312.83,938.49
69360,672,Hotel AU,Recife (PE),4,312.83,1251.32
69363,672,Hotel AU,Recife (PE),4,312.83,1251.32
69366,672,Hotel A,Florianopolis (SC),3,313.02,939.06
69368,672,Hotel AF,Sao Paulo (SP),1,139.1,139.1
69372,672,Hotel AU,Recife (PE),2,312.83,625.66
69374,672,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
69375,672,Hotel BW,Campo Grande (MS),3,60.39,181.17
69378,672,Hotel AU,Recife (PE),1,312.83,312.83
69379,672,Hotel AU,Recife (PE),3,312.83,938.49
69385,672,Hotel BW,Campo Grande (MS),1,60.39,60.39
69387,672,Hotel BW,Campo Grande (MS),1,60.39,60.39
69391,672,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
69393,673,Hotel K,Salvador (BH),2,263.41,526.82
69394,673,Hotel K,Salvador (BH),1,263.41,263.41
69396,673,Hotel K,Salvador (BH),1,263.41,263.41
69397,673,Hotel BW,Campo Grande (MS),1,60.39,60.39
69402,673,Hotel BW,Campo Grande (MS),1,60.39,60.39
69406,673,Hotel Z,Aracaju (SE),3,208.04,624.12
69410,673,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
69412,673,Hotel K,Salvador (BH),4,263.41,1053.64
69413,673,Hotel AU,Recife (PE),3,312.83,938.49
69414,673,Hotel BP,Brasilia (DF),4,247.62,990.48
69416,673,Hotel AU,Recife (PE),4,312.83,1251.32
69417,673,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
69419,673,Hotel K,Salvador (BH),1,263.41,263.41
69420,673,Hotel BD,Natal (RN),2,242.88,485.76
69425,673,Hotel BD,Natal (RN),2,242.88,485.76
69427,673,Hotel K,Salvador (BH),1,263.41,263.41
69435,673,Hotel AU,Recife (PE),2,312.83,625.66
69436,673,Hotel A,Florianopolis (SC),2,313.02,626.04
69437,673,Hotel BP,Brasilia (DF),1,247.62,247.62
69438,673,Hotel BW,Campo Grande (MS),3,60.39,181.17
69439,673,Hotel AU,Recife (PE),2,312.83,625.66
69442,673,Hotel A,Florianopolis (SC),3,313.02,939.06
69444,673,Hotel BP,Brasilia (DF),1,247.62,247.62
69446,673,Hotel AU,Recife (PE),4,312.83,1251.32
69448,673,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
69449,673,Hotel AF,Sao Paulo (SP),4,139.1,556.4
69456,673,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
69465,673,Hotel AU,Recife (PE),3,312.83,938.49
69469,673,Hotel AU,Recife (PE),4,312.83,1251.32
69471,673,Hotel K,Salvador (BH),3,263.41,790.23
69475,673,Hotel BP,Brasilia (DF),1,247.62,247.62
69477,673,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
69485,673,Hotel AF,Sao Paulo (SP),4,139.1,556.4
69491,673,Hotel K,Salvador (BH),4,263.41,1053.64
69495,673,Hotel BP,Brasilia (DF),1,247.62,247.62
69498,673,Hotel BD,Natal (RN),2,242.88,485.76
69503,673,Hotel BD,Natal (RN),3,242.88,728.64
69505,673,Hotel BW,Campo Grande (MS),2,60.39,120.78
69515,673,Hotel A,Florianopolis (SC),4,313.02,1252.08
69517,674,Hotel A,Florianopolis (SC),2,313.02,626.04
69521,674,Hotel AF,Sao Paulo (SP),2,139.1,278.2
69522,674,Hotel AU,Recife (PE),1,312.83,312.83
69528,674,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
69529,674,Hotel AU,Recife (PE),4,312.83,1251.32
69534,674,Hotel BW,Campo Grande (MS),4,60.39,241.56
69536,674,Hotel BW,Campo Grande (MS),1,60.39,60.39
69543,674,Hotel A,Florianopolis (SC),3,313.02,939.06
69545,674,Hotel BP,Brasilia (DF),4,247.62,990.48
69547,674,Hotel A,Florianopolis (SC),2,313.02,626.04
69548,674,Hotel BD,Natal (RN),4,242.88,971.52
69552,674,Hotel BD,Natal (RN),3,242.88,728.64
69555,674,Hotel Z,Aracaju (SE),2,208.04,416.08
69559,674,Hotel Z,Aracaju (SE),4,208.04,832.16
69562,674,Hotel K,Salvador (BH),2,263.41,526.82
69567,674,Hotel BP,Brasilia (DF),2,247.62,495.24
69569,674,Hotel K,Salvador (BH),2,263.41,526.82
69572,674,Hotel A,Florianopolis (SC),2,313.02,626.04
69573,674,Hotel BP,Brasilia (DF),4,247.62,990.48
69574,674,Hotel BP,Brasilia (DF),1,247.62,247.62
69577,674,Hotel A,Florianopolis (SC),1,313.02,313.02
69585,674,Hotel BW,Campo Grande (MS),3,60.39,181.17
69589,674,Hotel BW,Campo Grande (MS),1,60.39,60.39
69593,674,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
69607,674,Hotel K,Salvador (BH),2,263.41,526.82
69608,674,Hotel A,Florianopolis (SC),4,313.02,1252.08
69612,674,Hotel AF,Sao Paulo (SP),1,139.1,139.1
69615,674,Hotel BD,Natal (RN),4,242.88,971.52
69619,674,Hotel AF,Sao Paulo (SP),3,139.1,417.3
69629,674,Hotel Z,Aracaju (SE),3,208.04,624.12
69632,674,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
69634,674,Hotel BP,Brasilia (DF),2,247.62,495.24
69637,674,Hotel A,Florianopolis (SC),2,313.02,626.04
69643,674,Hotel A,Florianopolis (SC),3,313.02,939.06
69644,674,Hotel BD,Natal (RN),1,242.88,242.88
69645,674,Hotel BP,Brasilia (DF),3,247.62,742.86
69646,674,Hotel AU,Recife (PE),3,312.83,938.49
69652,674,Hotel A,Florianopolis (SC),4,313.02,1252.08
69655,674,Hotel BD,Natal (RN),1,242.88,242.88
69656,674,Hotel BP,Brasilia (DF),2,247.62,495.24
69657,674,Hotel AF,Sao Paulo (SP),1,139.1,139.1
69658,674,Hotel AF,Sao Paulo (SP),2,139.1,278.2
69659,674,Hotel A,Florianopolis (SC),3,313.02,939.06
69661,674,Hotel BD,Natal (RN),3,242.88,728.64
69669,674,Hotel AU,Recife (PE),3,312.83,938.49
69670,675,Hotel AF,Sao Paulo (SP),3,139.1,417.3
69671,675,Hotel AF,Sao Paulo (SP),4,139.1,556.4
69676,675,Hotel A,Florianopolis (SC),1,313.02,313.02
69684,675,Hotel BW,Campo Grande (MS),1,60.39,60.39
69687,675,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
69698,675,Hotel A,Florianopolis (SC),4,313.02,1252.08
69701,675,Hotel AU,Recife (PE),3,312.83,938.49
69703,675,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
69707,675,Hotel AU,Recife (PE),4,312.83,1251.32
69711,675,Hotel BP,Brasilia (DF),4,247.62,990.48
69720,675,Hotel A,Florianopolis (SC),1,313.02,313.02
69726,675,Hotel AF,Sao Paulo (SP),1,139.1,139.1
69727,675,Hotel AU,Recife (PE),4,312.83,1251.32
69728,675,Hotel K,Salvador (BH),1,263.41,263.41
69729,675,Hotel AU,Recife (PE),1,312.83,312.83
69731,675,Hotel BW,Campo Grande (MS),3,60.39,181.17
69733,675,Hotel AU,Recife (PE),4,312.83,1251.32
69734,675,Hotel BP,Brasilia (DF),3,247.62,742.86
69737,675,Hotel AU,Recife (PE),4,312.83,1251.32
69740,675,Hotel BP,Brasilia (DF),3,247.62,742.86
69744,675,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
69745,675,Hotel AU,Recife (PE),2,312.83,625.66
69748,675,Hotel Z,Aracaju (SE),4,208.04,832.16
69758,676,Hotel BD,Natal (RN),3,242.88,728.64
69761,676,Hotel AU,Recife (PE),4,312.83,1251.32
69764,676,Hotel AU,Recife (PE),3,312.83,938.49
69771,676,Hotel BP,Brasilia (DF),4,247.62,990.48
69774,676,Hotel K,Salvador (BH),4,263.41,1053.64
69780,676,Hotel AF,Sao Paulo (SP),1,139.1,139.1
69785,676,Hotel AF,Sao Paulo (SP),2,139.1,278.2
69786,676,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
69788,676,Hotel AF,Sao Paulo (SP),3,139.1,417.3
69789,676,Hotel AU,Recife (PE),2,312.83,625.66
69791,676,Hotel BP,Brasilia (DF),4,247.62,990.48
69793,676,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
69794,676,Hotel BW,Campo Grande (MS),4,60.39,241.56
69795,676,Hotel BP,Brasilia (DF),2,247.62,495.24
69801,676,Hotel BW,Campo Grande (MS),2,60.39,120.78
69802,676,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
69808,676,Hotel BP,Brasilia (DF),4,247.62,990.48
69811,676,Hotel BW,Campo Grande (MS),4,60.39,241.56
69813,676,Hotel Z,Aracaju (SE),2,208.04,416.08
69821,676,Hotel K,Salvador (BH),4,263.41,1053.64
69822,676,Hotel BD,Natal (RN),2,242.88,485.76
69825,676,Hotel BP,Brasilia (DF),1,247.62,247.62
69836,676,Hotel BP,Brasilia (DF),2,247.62,495.24
69842,676,Hotel K,Salvador (BH),2,263.41,526.82
69843,676,Hotel K,Salvador (BH),3,263.41,790.23
69846,677,Hotel BP,Brasilia (DF),2,247.62,495.24
69848,677,Hotel BD,Natal (RN),1,242.88,242.88
69849,677,Hotel BW,Campo Grande (MS),4,60.39,241.56
69853,677,Hotel BP,Brasilia (DF),3,247.62,742.86
69856,677,Hotel BW,Campo Grande (MS),3,60.39,181.17
69860,677,Hotel AU,Recife (PE),1,312.83,312.83
69866,677,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
69867,677,Hotel AU,Recife (PE),2,312.83,625.66
69868,677,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
69870,677,Hotel Z,Aracaju (SE),4,208.04,832.16
69871,677,Hotel AU,Recife (PE),3,312.83,938.49
69873,677,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
69874,677,Hotel BP,Brasilia (DF),1,247.62,247.62
69876,677,Hotel A,Florianopolis (SC),2,313.02,626.04
69877,677,Hotel A,Florianopolis (SC),2,313.02,626.04
69883,677,Hotel A,Florianopolis (SC),4,313.02,1252.08
69885,677,Hotel AF,Sao Paulo (SP),4,139.1,556.4
69888,677,Hotel BP,Brasilia (DF),2,247.62,495.24
69889,677,Hotel AU,Recife (PE),1,312.83,312.83
69893,677,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
69894,677,Hotel BD,Natal (RN),3,242.88,728.64
69908,677,Hotel BD,Natal (RN),2,242.88,485.76
69909,677,Hotel BP,Brasilia (DF),1,247.62,247.62
69910,677,Hotel AF,Sao Paulo (SP),3,139.1,417.3
69916,677,Hotel AU,Recife (PE),3,312.83,938.49
69918,677,Hotel Z,Aracaju (SE),1,208.04,208.04
69921,677,Hotel BP,Brasilia (DF),1,247.62,247.62
69927,677,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
69931,677,Hotel BW,Campo Grande (MS),1,60.39,60.39
69933,677,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
69943,677,Hotel BW,Campo Grande (MS),1,60.39,60.39
69945,677,Hotel A,Florianopolis (SC),3,313.02,939.06
69946,677,Hotel Z,Aracaju (SE),4,208.04,832.16
69953,677,Hotel AF,Sao Paulo (SP),4,139.1,556.4
69955,677,Hotel BP,Brasilia (DF),4,247.62,990.48
69959,677,Hotel A,Florianopolis (SC),3,313.02,939.06
69963,677,Hotel BW,Campo Grande (MS),3,60.39,181.17
69966,677,Hotel BP,Brasilia (DF),2,247.62,495.24
69969,677,Hotel Z,Aracaju (SE),2,208.04,416.08
69972,677,Hotel A,Florianopolis (SC),1,313.02,313.02
69973,677,Hotel A,Florianopolis (SC),1,313.02,313.02
69974,677,Hotel AU,Recife (PE),4,312.83,1251.32
69980,677,Hotel BP,Brasilia (DF),4,247.62,990.48
69981,677,Hotel A,Florianopolis (SC),3,313.02,939.06
69983,677,Hotel AF,Sao Paulo (SP),1,139.1,139.1
69984,677,Hotel BW,Campo Grande (MS),3,60.39,181.17
69986,677,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
69991,677,Hotel BW,Campo Grande (MS),1,60.39,60.39
69997,678,Hotel BP,Brasilia (DF),1,247.62,247.62
70001,678,Hotel BP,Brasilia (DF),1,247.62,247.62
70002,678,Hotel A,Florianopolis (SC),4,313.02,1252.08
70005,678,Hotel BP,Brasilia (DF),2,247.62,495.24
70008,678,Hotel BP,Brasilia (DF),2,247.62,495.24
70010,678,Hotel BW,Campo Grande (MS),4,60.39,241.56
70011,678,Hotel BW,Campo Grande (MS),2,60.39,120.78
70013,678,Hotel BW,Campo Grande (MS),2,60.39,120.78
70014,678,Hotel K,Salvador (BH),1,263.41,263.41
70015,678,Hotel K,Salvador (BH),3,263.41,790.23
70016,678,Hotel K,Salvador (BH),1,263.41,263.41
70017,678,Hotel A,Florianopolis (SC),1,313.02,313.02
70018,678,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
70020,678,Hotel BP,Brasilia (DF),2,247.62,495.24
70023,678,Hotel AU,Recife (PE),4,312.83,1251.32
70024,678,Hotel BW,Campo Grande (MS),3,60.39,181.17
70026,678,Hotel AU,Recife (PE),4,312.83,1251.32
70033,678,Hotel Z,Aracaju (SE),1,208.04,208.04
70036,678,Hotel BP,Brasilia (DF),4,247.62,990.48
70038,678,Hotel BW,Campo Grande (MS),1,60.39,60.39
70041,678,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
70042,678,Hotel AF,Sao Paulo (SP),2,139.1,278.2
70050,678,Hotel BW,Campo Grande (MS),3,60.39,181.17
70051,678,Hotel BW,Campo Grande (MS),4,60.39,241.56
70053,678,Hotel A,Florianopolis (SC),4,313.02,1252.08
70057,678,Hotel Z,Aracaju (SE),2,208.04,416.08
70061,678,Hotel BP,Brasilia (DF),4,247.62,990.48
70062,678,Hotel BW,Campo Grande (MS),4,60.39,241.56
70065,678,Hotel BD,Natal (RN),3,242.88,728.64
70070,678,Hotel K,Salvador (BH),1,263.41,263.41
70074,678,Hotel BW,Campo Grande (MS),3,60.39,181.17
70076,678,Hotel AF,Sao Paulo (SP),1,139.1,139.1
70082,678,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
70083,678,Hotel AU,Recife (PE),4,312.83,1251.32
70085,678,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
70086,678,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
70088,678,Hotel Z,Aracaju (SE),2,208.04,416.08
70093,678,Hotel BD,Natal (RN),4,242.88,971.52
70094,678,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
70095,678,Hotel A,Florianopolis (SC),3,313.02,939.06
70096,678,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
70100,678,Hotel K,Salvador (BH),4,263.41,1053.64
70105,678,Hotel Z,Aracaju (SE),4,208.04,832.16
70109,678,Hotel BP,Brasilia (DF),3,247.62,742.86
70110,678,Hotel BP,Brasilia (DF),2,247.62,495.24
70114,678,Hotel BP,Brasilia (DF),2,247.62,495.24
70117,678,Hotel A,Florianopolis (SC),3,313.02,939.06
70123,678,Hotel BP,Brasilia (DF),2,247.62,495.24
70124,678,Hotel BW,Campo Grande (MS),4,60.39,241.56
70126,678,Hotel A,Florianopolis (SC),1,313.02,313.02
70127,678,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
70129,678,Hotel BP,Brasilia (DF),1,247.62,247.62
